version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
word_blocks,256,6,8192,45631833,5570.292114,45.958092,15805974032992538624
uint64_limbs,256,6,1024,46025125,44946.411133,5.695672,14158771454154519040
original_full_nat,256,6,1024,42582958,41584.919922,6.156078,14158771454154519040
original_full_nat,256,7,1024,42086791,41100.381836,6.228653,14158771454154519040
uint64_limbs,256,7,1024,45711000,44639.648438,5.734812,14158771454154519040
word_blocks,256,7,8192,44345625,5413.284302,47.291069,15805974032992538624
machine_list,256,7,16384,11793792,719.835938,355.636593,7464779945385074688
machine_array,256,7,16384,6762667,412.760437,620.214480,7464779945385074688
machine_array,256,8,16384,6799958,415.036499,616.813221,7464779945385074688
machine_list,256,8,16384,11941459,728.848816,351.238823,7464779945385074688
word_blocks,256,8,8192,44184750,5393.646240,47.463254,15805974032992538624
uint64_limbs,256,8,1024,45653917,44583.903320,5.741983,14158771454154519040
original_full_nat,256,8,1024,51917459,50700.643555,5.049246,14158771454154519040
original_full_nat,256,9,1024,44872917,43821.208008,5.841920,14158771454154519040
uint64_limbs,256,9,1024,47080917,45977.458008,5.567946,14158771454154519040
word_blocks,256,9,8192,45697958,5578.364014,45.891591,15805974032992538624
machine_list,256,9,16384,12566958,767.026245,333.756507,7464779945385074688
machine_array,256,9,16384,6900166,421.152710,607.855521,7464779945385074688
original_full_nat,1024,1,512,77659166,151678.058594,6.751141,15505493439845481728
uint64_limbs,1024,1,256,41674709,162791.832031,6.290242,5469037453344759424
word_blocks,1024,1,8192,56516875,6899.032593,148.426607,722304732373962752
machine_list,1024,1,16384,32511833,1984.364807,516.034147,9144892799671836672
machine_array,1024,1,16384,16927500,1033.172607,991.121902,9144892799671836672
machine_array,1024,2,16384,17268167,1053.965271,971.569015,9144892799671836672
machine_list,1024,2,16384,32279292,1970.171631,519.751672,9144892799671836672
word_blocks,1024,2,8192,56317709,6874.720337,148.951514,722304732373962752
uint64_limbs,1024,2,256,41132708,160674.640625,6.373128,5469037453344759424
original_full_nat,1024,2,512,76150000,148730.468750,6.884938,15505493439845481728
original_full_nat,1024,3,512,75210250,146895.019531,6.970965,15505493439845481728
uint64_limbs,1024,3,256,40631000,158714.843750,6.451823,5469037453344759424
word_blocks,1024,3,8192,57112875,6971.786499,146.877705,722304732373962752
machine_list,1024,3,16384,35126583,2143.956482,477.621635,9144892799671836672
