version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
machine_array,17,3,16384,5060292,308.855713,55.041883,1685163634126659584
machine_array,17,4,16384,5077208,309.888184,54.858497,1685163634126659584
machine_list,17,4,16384,6986084,426.396729,39.868974,1685163634126659584
word_blocks,17,4,8192,43441167,5302.876831,3.205807,6245824619593551872
uint64_limbs,17,4,4096,43358292,10585.520508,1.605967,15217244089719302144
original_full_nat,17,4,4096,39893542,9739.634277,1.745445,15217244089719302144
original_full_nat,17,5,4096,39395542,9618.052246,1.767510,15217244089719302144
uint64_limbs,17,5,4096,43025750,10504.333496,1.618380,15217244089719302144
word_blocks,17,5,8192,43159833,5268.534302,3.226704,6245824619593551872
machine_list,17,5,16384,6803166,415.232300,40.940938,1685163634126659584
machine_array,17,5,16384,4990042,304.567993,55.816765,1685163634126659584
machine_array,17,6,16384,5012417,305.933655,55.567603,1685163634126659584
machine_list,17,6,16384,6899875,421.134949,40.367108,1685163634126659584
word_blocks,17,6,8192,43189958,5272.211670,3.224453,6245824619593551872
uint64_limbs,17,6,4096,43691750,10666.931152,1.593710,15217244089719302144
original_full_nat,17,6,4096,39385125,9615.509033,1.767977,15217244089719302144
original_full_nat,17,7,4096,39575583,9662.007568,1.759469,15217244089719302144
uint64_limbs,17,7,4096,44097083,10765.889404,1.579061,15217244089719302144
word_blocks,17,7,8192,45215667,5519.490601,3.079994,6245824619593551872
machine_list,17,7,16384,6894375,420.799255,40.399311,1685163634126659584
machine_array,17,7,16384,5079042,310.000122,54.838688,1685163634126659584
machine_array,17,8,16384,5045041,307.924866,55.208273,1685163634126659584
machine_list,17,8,16384,6722166,410.288452,41.434264,1685163634126659584
word_blocks,17,8,8192,44401042,5420.049072,3.136503,6245824619593551872
uint64_limbs,17,8,4096,43578792,10639.353516,1.597841,15217244089719302144
original_full_nat,17,8,4096,39966667,9757.487061,1.742252,15217244089719302144
original_full_nat,17,9,4096,39723083,9698.018311,1.752935,15217244089719302144
uint64_limbs,17,9,4096,43440708,10605.641602,1.602920,15217244089719302144
word_blocks,17,9,8192,44617667,5446.492554,3.121275,6245824619593551872
machine_list,17,9,16384,6901458,421.231567,40.357849,1685163634126659584
machine_array,17,9,16384,4970958,303.403198,56.031051,1685163634126659584
original_full_nat,64,1,4096,65767125,16056.427002,3.985943,16824613268559063040
uint64_limbs,64,1,4096,72911708,17800.709961,3.595362,16824613268559063040
word_blocks,64,1,8192,43289167,5284.322144,12.111298,2686843086659833856
machine_list,64,1,16384,7121042,434.633911,147.250360,1006669188974354432
machine_array,64,1,16384,4223208,257.764160,248.288978,1006669188974354432
machine_array,64,2,16384,4382500,267.486572,239.264347,1006669188974354432
machine_list,64,2,16384,7150792,436.449707,146.637743,1006669188974354432
word_blocks,64,2,8192,43201416,5273.610352,12.135899,2686843086659833856
uint64_limbs,64,2,4096,73347375,17907.073975,3.574007,16824613268559063040
original_full_nat,64,2,4096,66101458,16138.051270,3.965782,16824613268559063040
original_full_nat,64,3,4096,67008750,16359.558105,3.912086,16824613268559063040
uint64_limbs,64,3,4096,71743125,17515.411377,3.653925,16824613268559063040
word_blocks,64,3,8192,42541041,5192.998169,12.324287,2686843086659833856
machine_list,64,3,16384,7010000,427.856445,149.582882,1006669188974354432
machine_array,64,3,16384,4098875,250.175476,255.820439,1006669188974354432
machine_array,64,4,16384,4101791,250.353455,255.638573,1006669188974354432
machine_list,64,4,16384,7082458,432.278931,148.052555,1006669188974354432
word_blocks,64,4,8192,43525000,5313.110352,12.045675,2686843086659833856
uint64_limbs,64,4,4096,73019917,17827.128174,3.590034,16824613268559063040
original_full_nat,64,4,4096,66079084,16132.588867,3.967125,16824613268559063040
original_full_nat,64,5,4096,94693958,23118.642090,2.768329,16824613268559063040
uint64_limbs,64,5,4096,77020708,18803.883789,3.403552,16824613268559063040
word_blocks,64,5,8192,44525709,5435.267212,11.774950,2686843086659833856
machine_list,64,5,16384,7089333,432.698547,147.908978,1006669188974354432
machine_array,64,5,16384,4133167,252.268494,253.697951,1006669188974354432
machine_array,64,6,16384,4304375,262.718201,243.607028,1006669188974354432
machine_list,64,6,16384,7168458,437.527954,146.276368,1006669188974354432
word_blocks,64,6,8192,44266792,5403.661133,11.843822,2686843086659833856
uint64_limbs,64,6,4096,74230458,18122.670410,3.531488,16824613268559063040
